Pedido,Data,Total_custo,Valor_liquido,Forma_pagamento,Cliente,Lucro,Percentual_lucro
22672,2020-08-17 00:00:00,3550,3550,TRANSFER BRAD 17/08/2020,JOSE HILTON,1599.83,0.450656338028169
22673,2020-08-17 00:00:00,69.75,69.75,DEBITO,"4,50 M 3/8 9X15",29.25,0.41935483870967744
22674,2020-08-17 00:00:00,175,175,DINHEIRO E DEBITO,24 METROS FERRO 3/8 + 1 TELA 4.2 15X15 + 1 ARAME + A 18X27,73.91,0.42234285714285713
22676,2020-08-17 00:00:00,9,9,DEBITO,3 METROS FERRO 3/8,3.09,0.3433333333333333
22677,2020-08-17 00:00:00,981.93,981.93,CHEQUE,AABM,378.2,0.38515983827767764
22678,2020-08-17 00:00:00,1365.6,1365.6,CREDITO 05X,JOSE ALVES,415.7,0.3044083186877563
22679,2020-08-17 00:00:00,100,100,DINHEIRO,JUNIOR  - 5 BARRAS 1/4,46.9,0.469
22680,2020-08-17 00:00:00,138,138,DEBITO,2 TELAS 4.2 15X15,59.5,0.4311594202898551
22681,2020-08-17 00:00:00,40,40,DEBITO,01 B 3/8,16.38,0.4095
22682,2020-08-17 00:00:00,780,780,BOLETO,ALTO DA LAPA,207.74,0.26633333333333337
22683,2020-08-17 00:00:00,715.18,715.18,TRANSFER BRAD EM 17/08/2020,MARIA LUIZA BORGES,462.7,0.6469699935680528
22684,2020-08-17 00:00:00,243.25,243.25,CREDITO,CRISTINA,110.95,0.45611510791366905
22685,2020-08-17 00:00:00,152.9,152.9,DINHEIRO,DEPOSITO CCM,53.9,0.35251798561151076
22686,2020-08-18 00:00:00,12,12,DINHEIRO,04 MTS B 3/8,4.12,0.3433333333333333
22687,2020-08-18 00:00:00,47,47,DINHEIRO,6 MTS B 3/8 E 01 B 5/16,19.69,0.41893617021276597
22688,2020-08-18 00:00:00,87.75,87.75,TRANSFER BRAD EM 09/10/2020,ALFA,40.58,0.46245014245014243
22689,2020-08-18 00:00:00,6,6,DINHEIRO ,02 MTS B 3/8,2.06,0.3433333333333333
22690,2020-08-18 00:00:00,72,72,CREDITO,2 BARRAS 3/8,24.76,0.3438888888888889
22691,2020-08-18 00:00:00,84,84,DINHEIRO,06 MTS 3/8 9X15 - MIRANTE,30.0,0.35714285714285715
22692,2020-08-18 00:00:00,20,20,DINHEIRO,6 METROS FERRO 3/8,8.16,0.40800000000000003
22693,2020-08-18 00:00:00,794,750,TRANSFER ITAU 20/08/2020,EDINAEL,300.0,0.4
22694,2020-08-18 00:00:00,471.25,455,DINHEIRO,PRIMOSUL,178.75,0.39285714285714285
22695,2020-08-18 00:00:00,370,370,DINHEIRO,CONSTRUIPE - 1000 ESTR SACO ,130.0,0.35135135135135137
22696,2020-08-18 00:00:00,4970.8,4700,CREDITO 4 X ,ALEXANDRE - VIT FRUIT,1934.75,0.41164893617021275
22697,2020-08-18 00:00:00,363.13,335,DINHEIRO,PEDRO,168.03,0.5015820895522388
22698,2020-08-18 00:00:00,862,820,DINHEIRO,FERNANDO,385.07,0.46959756097560973
22699,2020-08-18 00:00:00,1379,1300,DINHEIRO,FERNANDO,571.49,0.4396076923076923
22700,2020-08-19 00:00:00,58.5,58.5,TRANSFER BRAD EM 09/10/2020,ALFA,27.05,0.4623931623931624
22701,2020-08-19 00:00:00,99,99,CHEQUE,AABM,60.16,0.6076767676767676
22702,2020-08-19 00:00:00,292,292,CHEQUE,APOIO TINTAS,146.16,0.5005479452054794
22703,2020-08-19 00:00:00,80,80,DINHEIRO EM 09/09/2021,JORGE,32.19,0.402375
22704,2020-08-19 00:00:00,65,65,DINHEIRO,"4,50 3/8 9X15",24.5,0.3769230769230769
22705,2020-08-19 00:00:00,10,10,DEBITO,"2,20 METROS 1/4 + 1,60 3/8",4.89,0.489
22706,2020-08-19 00:00:00,66,66,DEBITO,6 BARRAS 3/16,32.7,0.4954545454545455
22707,2020-08-19 00:00:00,1697.25,1697.25,CHEQUE,MACHO,799.6,0.47111503903373103
22708,2020-08-19 00:00:00,111,111,DINHEIRO,CRISTINA,57.38,0.516936936936937
22709,2020-08-19 00:00:00,756.25,756.25,DEBITO,EDSON,306.27,0.40498512396694214
22710,2020-08-19 00:00:00,42,42,DINHEIRO,1 KG. ARAME + 60 ESTR 9X20,18.4,0.43809523809523804
22711,2020-08-19 00:00:00,317.72,317.72,DINHEIRO,DANIEL,140.34,0.4417096814805489
22712,2020-08-19 00:00:00,142.5,142.5,CREDITO,5 TELAS 3.4 20X20,49.0,0.34385964912280703
22713,2020-08-19 00:00:00,31,31,DEBITO,"1 COL 3/8 9X15 - 2,00",13.0,0.41935483870967744
22714,2020-08-19 00:00:00,63.6,63.6,TRANSFER BRAD EM 09/10/2020,ALFA,26.64,0.4188679245283019
22716,2020-08-20 00:00:00,96,96,TRANSFER BRAD EM 09/10/2020,ALFA,25.14,0.261875
22717,2020-08-20 00:00:00,203,203,CHEQUE,AABM,81.26,0.40029556650246306
22718,2020-08-20 00:00:00,922.22,922.22,TRANSFER ITAU 22/09,FABIANO,469.3,0.5088807442909501
22719,2020-08-20 00:00:00,24,24,DEBITO,"1 COL 3/8 9X15 - 1,50",10.5,0.4375
22720,2020-08-20 00:00:00,16,16,DEBITO,"4 PEÇAS 5/16 - 1,40 M ",8.77,0.548125
22721,2020-08-20 00:00:00,798.75,760,TRANSFER BRADESCO,AUGUSTO,299.96,0.39468421052631575
22722,2020-08-20 00:00:00,598.2,598,TRANSFER BRADESCO 20 E 21/08,ALVARO,247.24,0.41344481605351174
22723,2020-08-20 00:00:00,380,380,TRANSFER ITAU 20/08/2020,ALINE,294.5,0.775
22724,2020-08-20 00:00:00,69.5,69.5,CHEQUE,AABM,24.5,0.35251798561151076
22725,2020-08-21 00:00:00,441,441,TRANSFER BRAD EM 09/10/2020,ALFA,171.0,0.3877551020408163
22726,2020-08-21 00:00:00,176,176,TRANSFER BRAD EM 09/10/2020,ALFA,79.44,0.45136363636363636
22727,2020-08-21 00:00:00,1813,1700,TRANSFER BRAD 21/08/2020,ERIVALDO,760.5,0.44735294117647056
22728,2020-08-21 00:00:00,15.5,15.5,DINHEIRO EM 09/09/2021,JORGE,6.5,0.41935483870967744
22729,2020-08-21 00:00:00,2564.28,2564.28,CREDITO 4 X ,BRUNO,1317.3,0.5137114511675791
22730,2020-08-21 00:00:00,120,120,CREDITO,10 BARRAS 3/16,65.0,0.5416666666666666
22731,2020-08-21 00:00:00,1140,1140,TRANSFERS BRADESCO,MINERAÇÃO CAIEIRAS,466.35,0.4090789473684211
22732,2020-08-22 00:00:00,77,73,DINHEIRO,02 B 3/8 E 10 ESTRIBOS 9X20,23.16,0.31726027397260276
22733,2020-08-24 00:00:00,66.15,66.15,TRANSFER BRAD EM 09/10/2020,ALFA,25.65,0.38775510204081626
22734,2020-08-24 00:00:00,251.24,250,DEBITO,ADAO - 15 METROS 3/8 15X20,111.55,0.4462
22735,2020-08-24 00:00:00,595,595,DINHEIRO,CONSTRUIPE,243.75,0.4096638655462185
22736,2020-08-24 00:00:00,128,128,CHEQUE,AABM,33.52,0.261875
22737,2020-08-24 00:00:00,178.8,178.8,CHEQUE,AABM,79.43,0.4442393736017897
22738,2020-08-24 00:00:00,620,620,DEBITO,ARÃO / CARINA,260.0,0.41935483870967744
22739,2020-08-24 00:00:00,1188,1120,TRANSFER BRAD EM 24/08/2020,LUCIO ,578.16,0.5162142857142857
22740,2020-08-24 00:00:00,32,32,DINHEIRO,40 ESTRIBOS 9X20 E 01 ARAME,13.6,0.425
22741,2020-08-24 00:00:00,190.5,190.5,DEBITO,GILBERTO,93.87,0.49275590551181103
22742,2020-08-24 00:00:00,511.5,480,TRANSFER BRAD EM 24/08/2020,JOHNNY,183.0,0.38125
22743,2020-08-24 00:00:00,709.8,709.8,CREDITO 3 X ,JOÃO,335.4,0.4725274725274725
22744,2020-08-24 00:00:00,0,0,CANCELADO,RENATA,0.0,
22745,2020-08-24 00:00:00,279,279,CREDITO,"6 COL 3/8 9X15 - 3,00",117.0,0.41935483870967744
22746,2020-08-24 00:00:00,330,330,TRANSFER ITAU 24/08/2020,JOSE GOUVEIA NETO,330.0,1.0
22746,2020-08-24 00:00:00,79,79,DINHEIRO,11 METROS FERRO 5/16 + 19 METROS FERRO 1/4 + 1 ARAME,39.9,0.5050632911392405
22747,2020-08-24 00:00:00,529.2,529.2,TRANSFER BRAD EM 09/10/2020,ALFA,205.2,0.38775510204081626
22748,2020-08-25 00:00:00,390,390,TRANSFER BRAD EM 09/10/2020,ALFA,109.5,0.28076923076923077
22749,2020-08-25 00:00:00,205.8,205.8,TRANSFER BRAD EM 09/10/2020,ALFA,79.8,0.3877551020408163
22750,2020-08-25 00:00:00,416,416,TRANSFER BRAD EM 09/10/2020,ALFA,116.8,0.28076923076923077
22750 B,2020-08-25 00:00:00,15,15,DEBITO,"7,20 METROS 5/16",5.7,0.38
22751,2020-08-25 00:00:00,39,39,DEBITO,01 TAB 30CM E 01 DE 20CM,14.18,0.3635897435897436
22752,2020-08-25 00:00:00,701,680,TRANSFER ITAU 25/08,JACKELINE,302.0,0.4441176470588235
22753,2020-08-25 00:00:00,1425.93,1425.93,CREDITO 4 X ,GREGORIO / SILVANEIDE,531.38,0.37265503916742054
22754,2020-08-25 00:00:00,209,209,DINHEIRO,DEPOSITO UFS,59.9,0.28660287081339714
22755,2020-08-25 00:00:00,480,435,CREDITO,JOSE ,159.8,0.3673563218390805
22757,2020-08-25 00:00:00,15,15,A RECEBER ,CEZAR,6.0,0.4
22758,2020-08-25 00:00:00,60,60,CREDITO,100 ESTRIBOS 9X20 - DEBETTI,34.0,0.5666666666666667
22759,2020-08-25 00:00:00,1513.5,1437.83,TRANSFER ITAU 26/08/2020,LUCIANO ,786.35,0.5469005376157126
22760,2020-08-25 00:00:00,3510.28,3510.28,CHEQUES E ABATIMENTOS CRÉDITO,SALVADOR,2101.6,0.5986986793076335
22761,2020-08-25 00:00:00,2607,2470,TRANSFER BRAD 25/08,PAULO,1085.58,0.4395060728744939
22762,2020-08-25 00:00:00,96.2,96.2,CHEQUE,AABM,24.6,0.25571725571725573
22763,2020-08-25 00:00:00,408.9,410,DINHEIRO,GENILSON ,190.0,0.4634146341463415
22764,2020-08-25 00:00:00,9,9,DINHEIRO,"4 PEÇAS 5/16 - 0,70 CM ",5.39,0.5988888888888888
22765,2020-08-25 00:00:00,312.5,287.5,TRANSFER ITAU 26/08/2020,JARBAS,165.0,0.5739130434782609
22766,2020-08-25 00:00:00,337.95,337.95,CHEQUE,AABM,105.96,0.313537505548158
22767,2020-08-25 00:00:00,186.25,180.56,DINHEIRO,PRIMOSUL,102.01,0.5649645547186531
22768,2020-08-26 00:00:00,117.6,117.6,TRANSFER BRAD EM 09/10/2020,ALFA,45.6,0.38775510204081637
22769,2020-08-26 00:00:00,62,59.8,DINHEIRO,04 MTS 3/8 9X15,23.8,0.3979933110367893
22770,2020-08-26 00:00:00,44.1,44.1,TRANSFER BRAD EM 09/10/2020,ALFA,17.1,0.38775510204081637
22771,2020-08-26 00:00:00,36,36,DINHEIRO,01 B 3/8,12.38,0.3438888888888889
22772,2020-08-26 00:00:00,20.5,20,CREDITO,02 DE 10CM / 01 5CM,8.65,0.4325
22773,2020-08-26 00:00:00,16,16,DINHEIRO,02 SARRAFOS DE 10CM,6.88,0.43
22774,2020-08-26 00:00:00,2750.6,2600,TRANSFER ITAU 26/08/2020,JUNIOR ,1430.58,0.5502230769230769
22775,2020-08-26 00:00:00,207.4,207.4,"100,00 CREDITO + DINHEIRO",CEARA,63.46,0.3059787849566056
22776,2020-08-26 00:00:00,311,311,CREDITO,FRANCISCO,187.46,0.6027652733118971
22777,2020-08-26 00:00:00,5633.5,5633.5,TRANSFERS BRADESCO,MINERAÇÃO CAIEIRAS,1760.6,0.3125232981272743
22778,2020-08-26 00:00:00,1678.43,1678.43,CHEQUE,AABM,625.49,0.3726637393278242
22779,2020-08-26 00:00:00,1669.3,1625,"DEB $ 865,00 / $ 760,00 04 X",SULLIVAN,673.73,0.4146030769230769
22780,2020-08-26 00:00:00,35.7,35,DEBITO,03 MTS 5/16 9X15,16.34,0.46685714285714286
22781,2020-08-26 00:00:00,565,565,CHEQUE,AABM,173.8,0.30761061946902657
22782,2020-08-26 00:00:00,138,138,CREDITO,02 TELAS 15X15 4.2,59.5,0.4311594202898551
22783,2020-08-26 00:00:00,1782.5,1700,DINHEIRO,HAMILTON,839.26,0.49368235294117646
22784,2020-08-26 00:00:00,88,88,DINHEIRO,INOVE MOEMA,39.72,0.45136363636363636
22785,2020-08-26 00:00:00,1711,1660,CHEQUE,PRIMOSUL,638.62,0.384710843373494
22786,2020-08-26 00:00:00,912.8,912.8,CREDITO 3 X ,RONALDO - TEMAC,434.6,0.47611744084136726
22787,2020-08-27 00:00:00,984.9,984.9,TRANSFER BRAD EM 09/10/2020,ALFA,381.9,0.3877551020408163
22788,2020-08-27 00:00:00,220.5,220.5,TRANSFER BRAD EM 09/10/2020,ALFA,85.5,0.3877551020408163
22789,2020-08-27 00:00:00,1101,1101,TRANSFER BRAD 03/09/2020,DEPOSITO SANTO ANTONIO,453.0,0.4114441416893733
22790,2020-08-27 00:00:00,132,130,CREDITO,3 BARRAS 3/8 + 25 ESTR 9X20,52.64,0.40492307692307694
22791,2020-08-27 00:00:00,137.5,137.5,DINHEIRO,DEPOSITO UFS,43.76,0.31825454545454546
22792,2020-08-27 00:00:00,72.5,72,DINHEIRO,RETIROU,28.5,0.3958333333333333
22793,2020-08-27 00:00:00,252,244.44,DINHEIRO,PRIMOSUL,90.24,0.3691703485517918
22794,2020-08-27 00:00:00,212.65,212.65,CHEQUE,AABM,81.91,0.38518692687514694
22795,2020-08-27 00:00:00,2541.6,2541.6,CREDITO 4 X ,JARDEL ,1340.18,0.5272977651872837
22796,2020-08-27 00:00:00,239,239,TRANSFER BRAD 29/08,FRANCISCO,143.45,0.6002092050209205
22796 B,2020-08-28 00:00:00,162,162,CREDITO 2 X ,"06 TB 30 CM (10,00) 01 ARAME / 60 9X20",78.7,0.4858024691358025
22797,2020-08-28 00:00:00,91.5,91.5,DEBITO,05 MTS 3/8 9X20,46.5,0.5081967213114754
22798,2020-08-28 00:00:00,158,150,DINHEIRO,HAMILTON,90.28,0.6018666666666667
22799,2020-08-28 00:00:00,4,4,DINHEIRO,4 METROS FERRO 3/16,2.16,0.54
22800,2020-08-28 00:00:00,313.25,300,DEBITO,GILBERTO,155.75,0.5191666666666667
22801,2020-08-28 00:00:00,1708,1708,TRANSFER ITAU 28/08,ALEX - GRAJAÚ,610.0,0.35714285714285715
22802,2020-08-28 00:00:00,3600,3600,TRANSFER ITAU 28/08,JUNIOR ,1238.0,0.3438888888888889
22803,2020-08-28 00:00:00,483.6,483.6,TRANSFER BRAD 03/09/2020,INOVE MOEMA,292.5,0.6048387096774194
22804,2020-08-28 00:00:00,26,26,DINHEIRO,1 BARRA 1/4 + 6 METROS 3/16,12.6,0.4846153846153846
22806,2020-08-28 00:00:00,1244.46,1050,TRANSFER BRAD 03/09/2020,INOVE MOEMA,432.08,0.4115047619047619
22807,2020-08-28 00:00:00,370,370,CREDITO,PANORAMA - 1000 ESTR SACO ,110.0,0.2972972972972973
22808,2020-08-28 00:00:00,1840,1740,TRANSFER ITAU 31/08/2020,DONI,696.0,0.4
22809,2020-08-29 00:00:00,58.8,58.8,TRANSFER BRAD EM 09/10/2020,ALFA,22.8,0.38775510204081637
22810,2020-08-29 00:00:00,513.6,513.6,CHEQUE E DEBITO,WILSON - VIZINHO,252.0,0.49065420560747663
22811,2020-08-29 00:00:00,13,13,DINHEIRO,1 KG. PREGO 17X21,6.4,0.49230769230769234
22812,2020-08-29 00:00:00,58,58,DEBITO,2 BARRAS 5/16,27.0,0.46551724137931033
22813,2020-08-29 00:00:00,4011.5,3891.15,CHEQUE,PRIMOSUL,1543.89,0.3967695925369107
22814,2020-08-29 00:00:00,1730.4,1730.4,TRANSFER BRAD EM 09/10/2020,ALFA,795.64,0.4598012020342117
22815,2020-08-29 00:00:00,3263.88,3100,TRANSFERS CAIXA 01/09 E 08/09,MOISES - SÃO CAETANO,1705.72,0.5502322580645161
22816,2020-08-29 00:00:00,272.5,272.5,CREDITO ,MARÇAL,140.44,0.5153761467889908
22817,2020-08-31 00:00:00,178.2,178.2,DEBITO,WILLIAM,83.58,0.46902356902356906
22818,2020-08-31 00:00:00,533.2,500,DINHEIRO,FERNANDO,171.29,0.34258
22819,2020-08-31 00:00:00,300,300,TRANSFER ITAU 31/08/2020,FABIO,148.88,0.49626666666666663
22820,2020-08-31 00:00:00,84.8,84.8,CREDITO,2 BARRAS 3/8 + 10 ESTR 9X20,34.96,0.41226415094339625
22821,2020-08-31 00:00:00,232.7,220,DEBITO,PAULO,103.0,0.4681818181818182
22822,2020-08-31 00:00:00,10,10,DINHEIRO,1 BARRA 3/16,4.45,0.445
22823,2020-08-31 00:00:00,1934,1875.98,TRANSFER BRAD EM 03/09/2020,BAZAR REAL,563.6,0.30042964210705875
22824,2020-08-31 00:00:00,2350.5,2350.5,TRANSFERS BRADESCO,MINERAÇÃO CAIEIRAS,821.5,0.34950010636034884
22825,2020-08-31 00:00:00,108,104,DEBITO,6 TABUAS 25 CM,40.58,0.39019230769230767
22826,2020-08-31 00:00:00,629.48,629.48,CHEQUES E ABATIMENTOS CRÉDITO,SALVADOR,370.06,0.5878820613839995
22827,2020-08-31 00:00:00,302.2,302.2,DEBITO,SILVANEIDE,159.78,0.5287227001985441
Meta,,180000,,, SALÁRIOS + SÁBADOS,11177.5,
Percentual atingido,,1.1670423888888888,,,,,
Meta diária,,8571.42857142857,,,,75849.05000000005,17000.0
22828,2020-09-01 00:00:00,178.395,178.395,TRANSFER BRAD EM 09/10/2020,ALFA,83.9,0.470304661005073
22829,2020-09-01 00:00:00,46,46,DINHEIRO,1 SAP 6 F 3/8 50X30,25.41,0.5523913043478261
22830,2020-09-01 00:00:00,231,231,CHEQUES,AABM,105.0,0.45454545454545453
22831,2020-09-01 00:00:00,60.5,60.5,DEBITO,2 KG. ARAME + 3 SARR 15,24.13,0.39884297520661155
22832,2020-09-01 00:00:00,56,56,"FALTAM R$ 6,00",GERALDO - 60 ESTRIBOS + 2 ARAMES,24.4,0.43571428571428567
22833,2020-09-01 00:00:00,1768,1768,DEBITO E CREDITO 03X,ROGERIO,546.75,0.3092477375565611
22834,2020-09-01 00:00:00,510.15,510.15,CREDITO 2 X ,MANOEL PEREIRA,253.65,0.49720670391061456
22835,2020-09-01 00:00:00,53.7,53.7,CREDITO,"1 COL 3/8 9X15- 3,00",26.7,0.4972067039106145
22836,2020-09-01 00:00:00,1530.65,1530.65,CREDITO 5 X ,RICARDO,621.17,0.4058210564139417
22837,2020-09-01 00:00:00,866.64,823.3,TRANSFER ITAU 02/09/2020,BIG PARTICIPAÇÕES,469.86,0.5707032673387588
22838,2020-09-02 00:00:00,193,193,DINHEIRO,ALEX,93.47,0.48430051813471503
22839,2020-09-02 00:00:00,370,370,DINHEIRO,CONSTRUIPE - 1000 9X15,110.0,0.2972972972972973
22840,2020-09-02 00:00:00,7182.33,6500,TRANSFER ITAU 15/09 E 21/09/2020,LUCIANO,3071.72,0.4725723076923077
22841,2020-09-02 00:00:00,2168,2168,BOLETOS,ALTO DA LAPA,764.6,0.35267527675276755
22842,2020-09-02 00:00:00,0,0,CANCELADO,DONI,0.0,
22843,2020-09-02 00:00:00,29,29,DINHEIRO,01 B 5/16,13.5,0.46551724137931033
22844,2020-09-02 00:00:00,356.3,346,DINHEIRO,PRIMOSUL,84.28,0.24358381502890175
22845,2020-09-02 00:00:00,33,33,DINHEIRO,1 TABUA 25 + 1 TABUA 20 CM ,13.41,0.40636363636363637
22846,2020-09-02 00:00:00,20,20,DINHEIRO,1 BARRA 1/4,9.38,0.46900000000000003
22847,2020-09-02 00:00:00,149.4,149.4,DINHEIRO,MIRANTE,77.28,0.5172690763052209
22848,2020-09-03 00:00:00,125.3,125.3,A RECEBER ,JAILTON,62.3,0.4972067039106145
22849,2020-09-03 00:00:00,560.67,560.67,TRANSFER BRAD EM 09/10/2020,ALFA,263.67,0.470276633313714
22850,2020-09-03 00:00:00,342,340,DINHEIRO,DEPOSITO CEARA,173.28,0.5096470588235295
22851,2020-09-03 00:00:00,0,0,CANCELADO,DEPOSITO CEARA,0.0,
22851 B,2020-09-03 00:00:00,590.7,590.7,CREDITO 3 X ,EVERALDO,293.7,0.49720670391061444
22852,2020-09-03 00:00:00,48,48,DINHEIRO,2 TABUAS 30 CM,16.38,0.34125
22853,2020-09-03 00:00:00,3322.4,3085.88,TRANSFER ITAU 03/09/2020,EDSON,1421.68,0.4607048880708258
22854,2020-09-03 00:00:00,152.91,152.91,TRANSFER BRAD EM 09/10/2020,ALFA,71.91,0.47027663331371394
22855,2020-09-03 00:00:00,580,550,DINHEIRO,JEFERSON,240.0,0.43636363636363634
22856,2020-09-03 00:00:00,179,170,CREDITO,FERNANDO,80.0,0.47058823529411764
22856,2020-09-03 00:00:00,11.5,11.5,DINHEIRO,1 SARRAFO 15 CM,4.13,0.3591304347826087
22857,2020-09-03 00:00:00,60,60,TRANSFER BRAD EM 09/10/2020,ALFA,24.84,0.414
22858,2020-09-03 00:00:00,2475.42,2400,CREDITO 03X,RICARDO / VIVIAN,1408.17,0.5867375
22859,2020-09-03 00:00:00,833.9,802,CHEQUE,PRIMOSUL,207.7,0.25897755610972567
22860,2020-09-04 00:00:00,119.7,119.7,CHEQUES E ABATIMENTOS CRÉDITO,SALVADOR,48.84,0.4080200501253133
22861,2020-09-04 00:00:00,109,109,DEBITO,WILLIAM,39.16,0.3592660550458715
22862,2020-09-04 00:00:00,2310,2310,TRANSFER BRAD EM 22/09/2020,DEPOSITO SANTO ANTONIO,1050.0,0.45454545454545453
22863,2020-09-04 00:00:00,35.8,35.8,DEBITO,"1 COL 3/8 9X20 - 2,00",17.8,0.4972067039106146
22864,2020-09-04 00:00:00,13,13,DINHEIRO,1 KG. ARAME ,5.0,0.38461538461538464
22865,2020-09-04 00:00:00,575,575,DINHEIRO,DEPOSITO PEREIRAO,207.5,0.36086956521739133
22866,2020-09-04 00:00:00,1041.18,1041.18,TRANSFER BRAD EM 09/10/2020,ALFA,590.52,0.5671641791044776
22867,2020-09-04 00:00:00,51.6,51.6,CHEQUES,AABM,26.44,0.5124031007751938
22868,2020-09-04 00:00:00,90.5,90,DINHEIRO,RETIROU,34.09,0.3787777777777778
22869,2020-09-04 00:00:00,450,450,CREDITO,LEONARDO,179.28,0.3984
22870,2020-09-05 00:00:00,164,164,DEBITO,RETIROU,80.66,0.4918292682926829
22871,2020-09-05 00:00:00,186.7,186.7,CREDITO,RETIROU,60.3,0.3229780396357793
22872,2020-09-05 00:00:00,4,4,DINHEIRO,"2,40M B 1/4",1.86,0.465
22873,2020-09-05 00:00:00,2107.15,2060,DEBITO,MARIO,759.16,0.3685242718446602
22874,2020-09-08 00:00:00,3990,3990,TRANSFER ITAU 08/09/2020,JUNIOR,990.0,0.24812030075187969
22875,2020-09-08 00:00:00,15,15,DEBITO,"GILBERTO - 3 PEÇAS 3/8 - 0,70 CM",9.75,0.65
22876,2020-09-08 00:00:00,0,0,CANCELADO,DEPOSITO CEARA,0.0,
22877,2020-09-08 00:00:00,326.7,310,DINHEIRO,REINALDO DIAS,111.36,0.3592258064516129
22878,2020-09-08 00:00:00,287,287,CHEQUE,AABM,102.0,0.3554006968641115
22879,2020-09-08 00:00:00,4575,4575,BOLETOS,ALTO DA LAPA,1254.0,0.2740983606557377
22880,2020-09-08 00:00:00,111.7,111.7,DEBITO,ZINHA,46.86,0.41951656222023276
22881,2020-09-08 00:00:00,442,442,TRANSFER CAIXA 08/09/2020,RENATA,232.0,0.5248868778280543
22882,2020-09-08 00:00:00,1825.95,1825.95,CHEQUE E DEBITO,WILSON - VIZINHO,848.05,0.4644431665708261
22883,2020-09-08 00:00:00,0,0,CANCELADO,MOISES,0.0,
22884,2020-09-08 00:00:00,2659.5,2659.5,TRANSFERS BRADESCO,MINERAÇÃO CAIEIRAS,805.8,0.3029892836999436
22885,2020-09-08 00:00:00,236,236,DINHEIRO,HAMILTON,70.0,0.2966101694915254
22886,2020-09-08 00:00:00,684.18,684.18,TRANSFER ITAU 08/10/2020,LNC INVESTIMENTOS,347.91,0.5085065333684119
22887,2020-09-08 00:00:00,40,40,DEBITO,2 KG. PREGO 18X27 2 CAB,16.2,0.40499999999999997
22888,2020-09-08 00:00:00,154.8,154.8,CHEQUE,AABM,77.4,0.5
22889,2020-09-08 00:00:00,544,544,DINHEIRO,DEPOSITO UFS,153.28,0.2817647058823529
22890,2020-09-09 00:00:00,295.9,295.9,DEBITO,11 TELAS - PEREIRAO,60.5,0.20446096654275095
22891,2020-09-09 00:00:00,240,240,CREDITO ,GIVANILDO - 10 TABUAS 30 CM ,81.9,0.34125
22892,2020-09-09 00:00:00,280,280,CREDITO,JOSE ALVES,116.1,0.41464285714285715
22893,2020-09-09 00:00:00,253.8,253.8,CHEQUE,AABM,105.66,0.41631205673758864
22894,2020-09-09 00:00:00,1288.6,1288.6,TRANSFER ITAU 09/09/2020,JARBAS,336.6,0.2612137203166227
22895,2020-09-09 00:00:00,552,552,CHEQUE,AABM,176.75,0.32019927536231885
22896,2020-09-09 00:00:00,25,25,DINHEIRO,"2 SARRAFOS 10 + 3,50 FERRO 1/4",12.28,0.49119999999999997
22897,2020-09-09 00:00:00,11098.07,10543.16,TRANSFER ITAU 09/09/2020,PATRICIA / MARCIO,4839.1,0.4589800401397684
22898,2020-09-09 00:00:00,402.1,402.1,CREDITO 3 X ,SULLIVAN,153.48,0.38169609549863215
22899,2020-09-09 00:00:00,493,493,CREDITO 3 X ,MARÇAL,169.84,0.3445030425963489
22899,2020-09-09 00:00:00,42,42,CREDITO,1 BARRA 3/8,10.47,0.2492857142857143
22900,2020-09-09 00:00:00,10221.25,9710,TRANSFER ITAU 09/09/2020,JUNIOR,4835.07,0.4979474768280123
22901,2020-09-09 00:00:00,42,42,CREDITO,01 B 3/8,10.47,0.2492857142857143
22902,2020-09-09 00:00:00,4552.4,4552.4,CHEQUES E ABATIMENTOS CRÉDITO,SALVADOR,1343.36,0.2950883050698533
22903,2020-09-09 00:00:00,84,84,CREDITO,02 B 3/8,20.94,0.2492857142857143
22904,2020-09-09 00:00:00,150,140,DINHEIRO,"03 TELAS 15X15 3,4",49.76,0.3554285714285714
22905,2020-09-09 00:00:00,298.5,298.5,CREDITO,DEBETTI,103.5,0.34673366834170855
22906,2020-09-09 00:00:00,41,41,CHEQUE,AABM,16.83,0.41048780487804876
22907,2020-09-09 00:00:00,600,600,CREDITO 3 X ,RODRIGO,232.48,0.3874666666666666
22908,2020-09-09 00:00:00,3652.25,3652.25,DEBITO,CAMILA / RUI,1420.61,0.3889684441097953
22909,2020-09-10 00:00:00,52,52,DINHEIRO,01 B 5/16 / 02 SARRAF 5 / 01 TORCIDO,23.46,0.4511538461538462
22910,2020-09-10 00:00:00,125,125,DINHEIRO,200 ESTRIBOS 9X20 E 02 TORCIDOS,53.0,0.424
22911,2020-09-10 00:00:00,922.55,870,DINHEIRO,JOAO LOPES,278.04,0.31958620689655176
22912,2020-09-10 00:00:00,44.75,44.75,DEBITO,"1 COL 3/8 9X15 - 2,50 M ",16.55,0.36983240223463687
22913,2020-09-10 00:00:00,161,160,CREDITO,PEDRO,53.21,0.3325625
22914,2020-09-10 00:00:00,101.94,101.94,TRANSFER BRAD EM 09/10/2020,ALFA,31.2,0.30606238964096527
22915,2020-09-10 00:00:00,103.2,103.2,CHEQUE,AABM,51.6,0.5
22916,2020-09-10 00:00:00,37,37,DINHEIRO,02 PONTALETES E 01 18X27,14.96,0.40432432432432436
