Pedido,Data,Total_custo,Valor_liquido,Forma_pagamento,Cliente,Lucro,Percentual_lucro
22429,2020-07-25 00:00:00,1614.75,1614.75,TRANSFERS BRADESCO,MINERAÇÃO CAIEIRAS,510.72,0.3162842545285648
22430,2020-07-25 00:00:00,44.7,44.7,DEBITO,"01 3/8 9X15 3,00M",18.75,0.4194630872483221
22431,2020-07-25 00:00:00,32,32,DINHEIRO,40 ESTRIBOS 9X20 E 01 17X21,15.8,0.49375
22432,2020-07-25 00:00:00,125.6,125.6,CREDITO,JUAREZ,65.06,0.5179936305732484
22433,2020-07-27 00:00:00,3848.25,3650,DINHEIRO,JOAO HENRIQUE,1417.41,0.3883315068493151
22434,2020-07-27 00:00:00,2506.3,2380,TRANSFER ITAU 27/07/2020,JUNIOR,1085.56,0.4561176470588235
22435,2020-07-27 00:00:00,144,135,DINHEIRO,JEFERSON,64.08,0.4746666666666667
22436,2020-07-27 00:00:00,525,525,DINHEIRO,CONSTRUYPE - 1500 ESTRIBOS,195.0,0.37142857142857144
22437,2020-07-27 00:00:00,253.3,253.3,CAIXA TEM / CIELO,GIL,106.25,0.41946308724832215
22438,2020-07-27 00:00:00,1252.4,1252.4,DINHEIRO / CHEQUE / TRANSFER,ALFA,500.76,0.39984030661130626
22439,2020-07-27 00:00:00,55,55,CREDITO,LUIZ FERNANDO,20.1,0.3654545454545455
22440,2020-07-27 00:00:00,314.93,284.93,TRANSFER ITAU 27/07/2020,YOSHIE,240.0,0.8423121468430842
22441,2020-07-27 00:00:00,471.4,471.4,CREDITO 3 X ,JOAO VL SONIA,297.77,0.6316716164616037
22442,2020-07-27 00:00:00,990,990,CHEQUES E ABATIMENTOS CRÉDITO,SALVADOR,492.41,0.49738383838383843
22443,2020-07-27 00:00:00,1167.1,1167.1,CHEQUE,BASICO,532.44,0.4562076942849799
22444,2020-07-27 00:00:00,858,858,DINHEIRO / CHEQUE / TRANSFER,ALFA,339.0,0.3951048951048951
22445,2020-07-28 00:00:00,42,40,DINHEIRO,40 ESTRIBOS 9X20 E 01 TORCIDO,24.2,0.605
22446,2020-07-28 00:00:00,983.4,983.4,CREDITO,FERNANDO,402.84,0.40964002440512504
22447,2020-07-28 00:00:00,65,65,DINHEIRO,01 B 1/2,24.12,0.3710769230769231
22448,2020-07-28 00:00:00,520,520,DINHEIRO / CHEQUE / TRANSFER,ALFA,164.0,0.3153846153846154
22449,2020-07-28 00:00:00,1510.56,1440,CHEQUE,MACHO,633.88,0.44019444444444444
22450,2020-07-28 00:00:00,104.25,104.25,CHEQUE,AABM,39.38,0.37774580335731417
22450 B,2020-07-28 00:00:00,35,35,DINHEIRO,"10 PEÇAS 3/8 - 0,70 CM ",21.84,0.624
22451,2020-07-28 00:00:00,26.5,26.5,DEBITO,1 BARRA 5/16,9.88,0.37283018867924533
22452,2020-07-28 00:00:00,312.9,312.9,CREDITO 2 X ,JOSINALDO,131.25,0.41946308724832215
22453,2020-07-28 00:00:00,3200,3200,TRANSFER ITAU 28/07/2020,DEPOSITO LATEM,797.0,0.2490625
22454,2020-07-28 00:00:00,180,175,DEBITO ,GEOVANIL,62.3,0.356
22455,2020-07-28 00:00:00,594,594,TRANSFER BRAD EM 07/08/2020,DEPOSITO SANTO ANTONIO,192.6,0.3242424242424242
22456,2020-07-28 00:00:00,12,12,DINHEIRO,1 KG. ARAME ,5.0,0.4166666666666667
22457,2020-07-28 00:00:00,616,590,DINHEIRO,PRIMOSUL ,267.16,0.45281355932203393
22458,2020-07-28 00:00:00,3460.82,3200,TRANSFER ITAU 28/07/2020,EDSON,1617.72,0.5055375
22459,2020-07-28 00:00:00,145.11,145.11,"FALTAM $ 11,00",ELVIS,59.6,0.4107228998690648
22460,2020-07-28 00:00:00,3356.4,3190,DINHEIRO,PRIMOSUL ,1170.26,0.3668526645768025
22462,2020-07-29 00:00:00,2516,2350,TRANSFER ITAU 29/07/2020,PETER,826.16,0.35155744680851064
22463,2020-07-29 00:00:00,354,340,TRANSFER ITAU 30/07/2020,EDSON,130.88,0.38494117647058823
22464,2020-07-29 00:00:00,26.5,26.5,DEBITO,1 BARRA 5/16,9.88,0.37283018867924533
22465,2020-07-29 00:00:00,617.1,617.1,CREDITO 2 X ,VANDERLEI,118.1,0.19137903095122344
22466,2020-07-29 00:00:00,2080,2080,"BOLETOS E CREDITO DE R$ 69,50",ALTO DA LAPA,546.5,0.2627403846153846
22467,2020-07-29 00:00:00,293.5,293.5,DINHEIRO,DEPOSITO CEARA,63.3,0.21567291311754683
22468,2020-07-29 00:00:00,1580,1580,DINHEIRO,EDMILSON - GÁS,751.6,0.4756962025316456
22469,2020-07-29 00:00:00,30,30,DINHEIRO,6 METROS FERRO 1/2,11.0,0.36666666666666664
22470,2020-07-29 00:00:00,146.25,146.25,DEBITO,JOSINALDO,64.68,0.4422564102564103
22471,2020-07-30 00:00:00,5694,5580,TRANSFERS ITAU 14/08 E 15/09,FERNANDO - SALVADOR,2019.96,0.362
22472,2020-07-30 00:00:00,120,120,CHEQUES E ABATIMENTOS CRÉDITO,SALVADOR,50.0,0.4166666666666667
22473,2020-07-30 00:00:00,40,40,DINHEIRO,"8,60 METROS 3/8",23.84,0.596
22474,2020-07-30 00:00:00,80,80,DEBITO,4 TABUAS 30 CM ,40.0,0.5
22475,2020-07-30 00:00:00,591.9,591.9,TRANSFER ITAU 07/08/2020,RONALDO - TEMAC,304.75,0.5148673762459876
22476,2020-07-31 00:00:00,390,390,DINHEIRO,JAILTON,153.51,0.3936153846153846
22477,2020-07-31 00:00:00,1567.5,1530,TRANSFER ITAU 31/07/2020,JARBAS,505.9,0.3306535947712418
22478,2020-07-31 00:00:00,128.7,128.7,DINHEIRO / CHEQUE / TRANSFER,ALFA,50.85,0.39510489510489516
22479,2020-07-31 00:00:00,387,387,DEBITO / CREDITO / DINHEIRO,DEPOSITO CEARA,127.5,0.32945736434108525
22480,2020-07-31 00:00:00,9,9,DEBITO,3 METROS FERRO 3/8,3.36,0.3733333333333333
22481,2020-07-31 00:00:00,381.6,381.6,DEBITO,SULLIVAN,174.0,0.45597484276729555
22482,2020-07-31 00:00:00,809.2,750,DINHEIRO,ISAAC,295.08,0.39343999999999996
22483,2020-07-07 00:00:00,60,60,DINHEIRO,1 BARRA 1/2,22.0,0.36666666666666664
22484,2020-07-31 00:00:00,70,70,DINHEIRO,JORGE ,29.86,0.42657142857142855
22485,2020-07-31 00:00:00,214.2,214.2,DINHEIRO,EVANGELISTA,93.78,0.4378151260504202
22486,2020-07-31 00:00:00,40,40,DINHEIRO,JOSINALDO - 1 SAP 6 F 3/8 50X20,22.58,0.5645
22487,2020-07-31 00:00:00,424.8,424.8,DINHEIRO,DEPOSITO CEARA,159.56,0.3756120527306968
22488,2020-07-31 00:00:00,24,24,DINHEIRO,1 PONTALETE + 1 TABUA 20 CM ,7.8,0.325
22489,2020-07-31 00:00:00,3995,3795,CHEQUE,PRIMOSUL ,1428.54,0.37642687747035575
Meta,,170000,,,,,
Percentual atingido,,1.2667194117647054,,,,,
Meta diária,,7727.28,,,,73295.74500000002,16491.542625000006
22490,2020-08-01 00:00:00,144.5,144.5,DEBITO,RETIROU,57.95,0.40103806228373706
22491,2020-08-01 00:00:00,171.05,170,DINHEIRO,LORENA,68.0,0.4
22492,2020-08-01 00:00:00,1370.9,1370.9,CREDITO E DEBITO,ROSELI,520.2,0.3794587497264571
22493,2020-08-01 00:00:00,1300.25,1300.25,CREDITO 3 X ,EVANIO,561.54,0.4318707940780619
22494,2020-08-01 00:00:00,4784.4,4500,TRANSFER ITAU 01/08/2020,JUNIOR ,1952.47,0.4338822222222222
22495,2020-08-01 00:00:00,506.5,506.5,TRANSFER BRAD EM 05/08/2020,INOVE MOEMA,212.73,0.42
22496,2020-08-01 00:00:00,712.75,712.75,DINHEIRO / CHEQUE / TRANSFER,ALFA,277.48,0.389309014380919
22497,2020-08-03 00:00:00,347.5,347.5,CHEQUE,AABM,122.5,0.35251798561151076
22498,2020-08-03 00:00:00,102,100,DINHEIRO,6 TABUAS 20 + 1 18X27,39.28,0.39280000000000004
22499,2020-08-03 00:00:00,577,577,CREDITO 3 X ,SHIRLEY - MORUMBI,271.0,0.4696707105719237
22500,2020-08-03 00:00:00,263.45,236.45,DEBITO,PLINIO,114.26,0.4832311270881794
22501,2020-08-03 00:00:00,155,155,DEBITO,10 METROS 3/8 9X15,65.0,0.41935483870967744
22502,2020-08-03 00:00:00,1707.68,1700,DINHEIRO,MACHO,779.68,0.45863529411764703
22503,2020-08-03 00:00:00,27,27,DEBITO,1 BARRA 5/16,11.5,0.42592592592592593
22504,2020-08-03 00:00:00,370,370,DINHEIRO,CONSTRUIPE - 1000 ESTR SACO ,130.0,0.35135135135135137
22505,2020-08-03 00:00:00,39,39,DINHEIRO,2 TABUAS 20 + 2 DE 15 CM,7.38,0.18923076923076923
22506,2020-08-03 00:00:00,178,178,DEBITO,JOSINALDO,77.0,0.43258426966292135
22506,2020-08-03 00:00:00,416.5,395.8,DINHEIRO,EVANGELISTA - 35 METROS 5/16 9X15,175.65,0.4437847397675594
22507,2020-08-03 00:00:00,12,12,DINHEIRO,1 18X27,5.4,0.45
22508,2020-08-03 00:00:00,4.5,4.5,DINHEIRO,1 SARRAFO 05 CM ,2.27,0.5044444444444445
22509,2020-08-03 00:00:00,55.6,55.6,CHEQUE,AABM,19.6,0.3525179856115108
22510,2020-08-03 00:00:00,1275.25,1275.25,CREDITO 3 X ,SILVANA,533.75,0.4185453832581847
22511,2020-08-03 00:00:00,242.5,242.5,DINHEIRO,ROMOS,107.04,0.4414020618556701
22512,2020-08-03 00:00:00,173.75,173.75,DINHEIRO,IRMAOS AMORIM,61.25,0.35251798561151076
22513,2020-08-03 00:00:00,126,120,DINHEIRO,PRIMOSUL,55.95,0.46625
22514,2020-08-03 00:00:00,705.6,705.6,DINHEIRO / CHEQUE / TRANSFER,ALFA,268.8,0.38095238095238093
22515,2020-08-03 00:00:00,351,351,DINHEIRO / CHEQUE / TRANSFER,ALFA,164.7,0.4692307692307692
22516,2020-08-03 00:00:00,793.8,793.8,DINHEIRO / CHEQUE / TRANSFER,ALFA,302.4,0.38095238095238093
22517,2020-08-03 00:00:00,478,478,CHEQUE,DEPOSITO CCM,122.0,0.25523012552301255
22518,2020-08-04 00:00:00,20,20,DINHEIRO,1 BARRA 1/4,9.38,0.46900000000000003
22519,2020-08-04 00:00:00,74.5,74.5,CREDITO,"1 COL 3/8 9X15 - 5,00",29.5,0.3959731543624161
22520,2020-08-04 00:00:00,20,20,DINHEIRO,1 BARRA 1/4,9.38,0.46900000000000003
22521,2020-08-04 00:00:00,555,555,CREDITO,PANORAMA - 1500 ESTR SACO,225.0,0.40540540540540543
22522,2020-08-04 00:00:00,698,698,CREDITO 3 X ,MARCELO ALVES,257.58,0.369025787965616
22523,2020-08-04 00:00:00,72,72,DINHEIRO,4 TAB 20 E 01 18X27,29.32,0.4072222222222222
22524,2020-08-04 00:00:00,237.05,230,DINHEIRO,JOSE FRANCISCO,99.21,0.4313478260869565
22525,2020-08-04 00:00:00,121.5,121.5,CREDITO,1 BARRA 3/8 + 3 TELAS 20X20,44.48,0.36609053497942384
22526,2020-08-04 00:00:00,3819,3819,"CREDITO 04 X E $500,00 ITAU",IVAN,1617.85,0.4236318407960199
22527,2020-08-04 00:00:00,272.5,272.5,DEBITO E DINHEIRO,LUIS,116.91,0.4290275229357798
22528,2020-08-04 00:00:00,1704.4,1619.18,TRANSFER CAIXA 05/08/2020,WESLEY SANTOS,772.16,0.4768833607134475
22530,2020-08-04 00:00:00,3244.5,3244.5,TRANSFERS BRADESCO,MINERAÇÃO CAIEIRAS,1134.0,0.34951456310679613
22531,2020-08-04 00:00:00,7020.6,6600,TRANSFERS BRADESCO,SALVADOR / FERNANDO,2717.68,0.41176969696969695
22532,2020-08-04 00:00:00,53.7,53.7,DEBITO,"3/8 9X15 - 3,00 M ",23.33,0.4344506517690875
22533,2020-08-05 00:00:00,18,18,DEBITO,06 METROS B 3/8,6.19,0.3438888888888889
22534,2020-08-05 00:00:00,9,9,DEBITO,03 MTS B 3/8,3.09,0.3433333333333333
22535,2020-08-05 00:00:00,2272,2272,CREDITO 4 X,MARCELO,1035.98,0.45597711267605634
22536,2020-08-05 00:00:00,70,70,DEBITO,01 B 1/2 ,29.12,0.41600000000000004
22537,2020-08-05 00:00:00,186,186,TRANSFER ITAU 28/08,CELIA / STONELAND,78.0,0.41935483870967744
22538,2020-08-05 00:00:00,137.5,130,DINHEIRO,GIVANILDO,53.26,0.4096923076923077
22539,2020-08-05 00:00:00,330,330,TRANSFER ITAU 05/08/2020,LAERTE / WILLIAM,128.52,0.3894545454545455
22540,2020-08-05 00:00:00,28.5,28.5,A RECEBER ,FRANCISCO / JUAREZ - 1 TELA ,10.7,0.37543859649122807
22541,2020-08-05 00:00:00,72,72,DEBITO,2 BARRAS 3/8,24.76,0.3438888888888889
22542,2020-08-05 00:00:00,135,135,DINHEIRO,EDSON,38.02,0.2816296296296297
22543,2020-08-05 00:00:00,3093,3093,BOLETOS,ALTO DA LAPA,877.5,0.2837051406401552
22544,2020-08-05 00:00:00,485.95,485.95,DEBITO,ROSELI,178.79,0.36791851013478755
22545,2020-08-05 00:00:00,1775.55,1775.55,TRANSFER CAIXA 05/08/2020,ANEL EMPREENDIMENTOS,569.73,0.32087522176227085
22546,2020-08-05 00:00:00,125,120,DINHEIRO,"6,50 3/8 9X20 + 1 18X27 + 1ARAME",46.9,0.3908333333333333
22547,2020-08-06 00:00:00,122.5,122.5,CHEQUES E ABATIMENTOS CRÉDITO,GERSON / SALVADOR,58.52,0.47771428571428576
22548,2020-08-06 00:00:00,160,160,DEBITO,ROBERTO / SSG,77.65,0.48531250000000004
22549,2020-08-06 00:00:00,42,42,"$22,00 DEBITO E DINHEIRO",60 ESTRIBOS 9X20 E 01 17X21,19.8,0.4714285714285714
22550,2020-08-06 00:00:00,1238.8,1175,DEBITO,ZINHA,472.68,0.40228085106382977
22551,2020-08-06 00:00:00,354.45,354.45,CHEQUE,IRMAOS AMORIM,124.95,0.3525179856115108
22552,2020-08-06 00:00:00,44.1,44.1,TRANSFER BRAD EM 09/10/2020,ALFA,17.1,0.38775510204081637
22553,2020-08-06 00:00:00,1209.3,1209.3,CHEQUE,IRMAOS AMORIM,426.3,0.3525179856115108
22554,2020-08-06 00:00:00,333.6,333.6,CREDITO,DEPOSITO CEARA,117.6,0.35251798561151076
22555,2020-08-06 00:00:00,1266,1266,CHEQUE,CASA E TUBO,548.46,0.4332227488151659
22556,2020-08-06 00:00:00,246.25,246.25,DINHEIRO,JORGE,102.58,0.41656852791878174
22557,2020-08-06 00:00:00,332.1,332.1,TRANSFER BRAD 28/08/2020,INOVE MOEMA,141.72,0.4267389340560072
22558,2020-08-06 00:00:00,653.3,653.3,CHEQUE,CASA E TUBO,230.3,0.3525179856115108
22559,2020-08-06 00:00:00,820.61,820.61,CREDITO,DEBETTI,535.51,0.6525755230864845
22560,2020-08-06 00:00:00,12,12,DINHEIRO,5 METROS FERRO 5/16,5.54,0.46166666666666667
22561,2020-08-06 00:00:00,40,40,CREDITO,2 BARRAS 1/4,18.76,0.46900000000000003
22562,2020-08-07 00:00:00,26.5,26.5,CREDITO,01 B 5/16,11.0,0.41509433962264153
22563,2020-08-07 00:00:00,117.6,117.6,TRANSFER BRAD EM 09/10/2020,ALFA,45.6,0.38775510204081637
22564,2020-08-07 00:00:00,49,49,DEBITO,MIRANTE - 2 BARRAS 5/16,18.0,0.3673469387755102
22565,2020-08-07 00:00:00,1686,1686,CREDITO 5 X ,FLAVIO,703.12,0.4170344009489917
22566,2020-08-07 00:00:00,46.5,46.5,CREDITO,"1 COL 3/8 9X15 - 3,00",19.5,0.41935483870967744
22567,2020-08-07 00:00:00,48,48,DEBITO,3 BARRAS 05.00 MM,25.05,0.521875
22568,2020-08-07 00:00:00,414,414,DEBITO E DINHEIRO,DANIEL,196.74,0.47521739130434787
22569,2020-08-07 00:00:00,19,19,DINHEIRO,6 METROS FERRO 3/8,7.19,0.378421052631579
22570,2020-08-07 00:00:00,520,520,TRANSFER BRAD EM 09/10/2020,ALFA,146.0,0.28076923076923077
22571,2020-08-07 00:00:00,30,30,DINHEIRO 15/10/2020,MACHO - 20 ESTR 14X35 (5.0) ,16.43,0.5476666666666666
22572,2020-08-07 00:00:00,336,336,DEBITO,MARCELO,146.79,0.43687499999999996
22573,2020-08-07 00:00:00,1240.85,1178.6,TRANSFER BRAD EM 07/08/2020,ALVARO,369.35,0.31338028169014087
22574,2020-08-07 00:00:00,70.4,70.4,TRANSFER ITAU 03/09/2020,EDSON / 1 BARRA 1/2,29.52,0.41931818181818176
22575,2020-08-07 00:00:00,184,184,CREDITO 3 X ,RODRIGO,87.44,0.4752173913043478
22576,2020-08-07 00:00:00,988.7,950,DEBITO,TATIANE,356.24,0.37498947368421054
22577,2020-08-07 00:00:00,114,114,DINHEIRO,JOSE FRANCISCO - 4 TELAS 3.4 20X20,42.8,0.37543859649122807
22578,2020-08-08 00:00:00,13,13,DEBITO,8 MTS B 1/4,5.92,0.4553846153846154
22579,2020-08-08 00:00:00,1135,1095,"600,00 $ / $495,00 ITAU 10/08",LUIZ,521.46,0.47621917808219183
22580,2020-08-08 00:00:00,261.9,240,DEBITO,JOAQUIM - 10 TABUAS 30,140.0,0.5833333333333334
22581,2020-08-08 00:00:00,387.5,350,DINHEIRO,JUNIOR ,162.5,0.4642857142857143
22582,2020-08-08 00:00:00,31,30,DINHEIRO,02 MTS 3/8 9X15,12.0,0.4
22583,2020-08-08 00:00:00,328.5,328.5,CREDITO 3 X ,JOSINALDO,131.9,0.4015220700152207
22584,2020-08-08 00:00:00,51.3,51.3,CHEQUE,AABM,23.0,0.4483430799220273
22585,2020-08-08 00:00:00,240,240,DINHEIRO,JOAQUIM,109.91,0.4579583333333333
22586,2020-08-10 00:00:00,124,124,DINHEIRO,ALESSANDRO,52.0,0.41935483870967744
22587,2020-08-10 00:00:00,444.8,444.8,CHEQUE,IRMAOS AMORIM,156.8,0.3525179856115108
22588,2020-08-10 00:00:00,58.5,58.5,DEBITO,1 ARAME + 3 M. 3/8 9X15,23.5,0.4017094017094017
22589,2020-08-10 00:00:00,178,175,DINHEIRO,TIAGO,61.76,0.3529142857142857
22590,2020-08-10 00:00:00,232.5,220,DEBITO,PEDRO AVELINO,85.0,0.38636363636363635
22591,2020-08-10 00:00:00,390,390,DINHEIRO,JOÃO,168.82,0.43287179487179483
22592,2020-08-10 00:00:00,48,48,CREDITO,"1 COL 5/16 9X15 - 4,00",22.84,0.47583333333333333
22593,2020-08-10 00:00:00,479.8,470,DEBITO,ZENILTON,225.7,0.4802127659574468
22594,2020-08-10 00:00:00,417.5,417.5,DEBITO,CASA PALMIERI,141.05,0.3378443113772455
22595,2020-08-10 00:00:00,2012.5,2012.5,TRANSFER ITAU 17/08/2020,LNC INVESTIMENTOS,531.5,0.2640993788819876
22596,2020-08-10 00:00:00,1673.7,1600,DEBITO,JOÃO - LAZARO RODRIGUES,415.72,0.25982500000000003
22597,2020-08-10 00:00:00,810.8,810.8,"320,00 CREDITO / 490,00 $$",DEPOSITO CEARA,294.52,0.3632461766156882
22598,2020-08-10 00:00:00,44,44,CHEQUE,IRMAOS AMORIM,19.86,0.45136363636363636
22599,2020-08-10 00:00:00,120,120,DINHEIRO,PRIMOSUL,57.0,0.475
22600,2020-08-11 00:00:00,36.75,36.75,TRANSFER BRAD EM 09/10/2020,ALFA,14.25,0.3877551020408163
22601,2020-08-11 00:00:00,110.25,110.25,TRANSFER BRAD EM 09/10/2020,ALFA,44.85,0.4068027210884354
22602,2020-08-11 00:00:00,231.5,231.5,DINHEIRO,CEZAR,92.07,0.39771058315334773
22603,2020-08-11 00:00:00,119.5,119.5,DINHEIRO,COESO,30.5,0.25523012552301255
22604,2020-08-11 00:00:00,218,217,CREDITO E DINHEIRO,GERALDO,89.22,0.4111520737327189
22605,2020-08-11 00:00:00,292.6,292.6,CHEQUE,AABM,104.6,0.35748462064251535
22606,2020-08-11 00:00:00,387.5,387.5,CREDITO 3 X ,JOÃO,162.5,0.41935483870967744
22607,2020-08-11 00:00:00,147.25,147.25,DEBITO,"MARCELO - 9,50 METROS 3/8",61.75,0.41935483870967744
22608,2020-08-11 00:00:00,1195,1195,CHEQUE,BASICO,305.0,0.25523012552301255
22609,2020-08-11 00:00:00,5066.5,5000,CREDITO 4 X ,ENGESYSTEM ,2325.62,0.465124
22610,2020-08-11 00:00:00,1986.75,1844,DINHEIRO E TRANSFER ITAU 12/08,LUCIANO ,688.84,0.37355748373101955
22611,2020-08-12 00:00:00,176.4,176.4,TRANSFER BRAD EM 09/10/2020,ALFA,68.4,0.38775510204081637
22612,2020-08-12 00:00:00,58.8,58.8,TRANSFER BRAD EM 09/10/2020,ALFA,22.8,0.38775510204081637
22613,2020-08-12 00:00:00,0,0,ZUBA ,ABATEU CREDITO,0.0,
22613,2020-08-12 00:00:00,413,392,DINHEIRO,CEZAR ,146.76,0.3743877551020408
22614,2020-08-12 00:00:00,618.4,618.4,TRANSFER ITAU 11/08,ANDRE,416.3,0.6731888745148772
22615,2020-08-12 00:00:00,30,30,DEBITO,01 BARRA E 1/2 - 1/4,14.07,0.46900000000000003
22616,2020-08-12 00:00:00,153.25,150,DEBITO,RETIROU,62.45,0.41633333333333333
22617,2020-08-12 00:00:00,360,360,DINHEIRO,WILSON / GERALDO,123.8,0.34388888888888886
22618,2020-08-12 00:00:00,4,4,DINHEIRO,"1 PEÇA 1/4 - 2,00 M ",1.77,0.4425
22619,2020-08-12 00:00:00,108,108,DEBITO,SULLIVAN - 4 BARRAS 5/16,46.0,0.42592592592592593
22620,2020-08-12 00:00:00,1257.95,1257.95,CHEQUE,IRMAOS AMORIM,443.45,0.35251798561151076
22621,2020-08-12 00:00:00,4.5,5,DINHEIRO,1 SARRAFO 05 CM ,2.77,0.554
22622,2020-08-12 00:00:00,259.5,250,DEBITO,MARCELA,107.8,0.43119999999999997
22623,2020-08-12 00:00:00,570,570,CREDITO 3 X ,6 TELAS 4.2 10X10,225.48,0.39557894736842103
22624,2020-08-12 00:00:00,28,28,DINHEIRO,8 METROS FERRO 3/8,12.24,0.43714285714285717
22625,2020-08-12 00:00:00,4274.5,4274.5,TRANSFERS BRADESCO,MINERAÇÃO CAIEIRAS,1394.0,0.32612001403672947
22626,2020-08-12 00:00:00,551.3,550,DINHEIRO,UFS,150.4,0.27345454545454545
22627,2020-08-12 00:00:00,64.5,64.5,DINHEIRO,01 TELA 20X20 E 01 B 3/8,22.18,0.34387596899224804
22628,2020-08-12 00:00:00,1060,1060,CREDITO,FERNANDO KANGURUS,487.75,0.46014150943396226
22629,2020-08-13 00:00:00,47.8,47.8,CHEQUE,AABM,12.2,0.25523012552301255
22630,2020-08-13 00:00:00,24,24,DINHEIRO,01 TELA 20X20 - COESO,5.3,0.22083333333333333
22631,2020-08-13 00:00:00,1378.5,1300,DINHEIRO,DOUGLAS,515.62,0.39663076923076923
22632,2020-08-13 00:00:00,1087,1087,DINHEIRO,JESSICA,290.05,0.26683532658693654
22633,2020-08-13 00:00:00,124,124,DEBITO,ERICK - 8 METROS 3/8 9X15,52.0,0.41935483870967744
22634,2020-08-13 00:00:00,125,125,DEBITO,ZAP - 1 BARRA 5/8,61.26,0.49007999999999996
22634,2020-08-13 00:00:00,115.2,115.2,DINHEIRO,8 METROS 5/16 9X15 + 8 MTS 5/16,54.54,0.47343749999999996
22635,2020-08-13 00:00:00,32,28,CREDITO,LATINO - 1 SAP 6 F 3/8 40X20,12.13,0.4332142857142857
22636,2020-08-13 00:00:00,119.2,115,DINHEIRO,"7,40 METROS 5/1 + 1 PREGO + 1 ARAME ",53.85,0.4682608695652174
22637,2020-08-13 00:00:00,24,24,DINHEIRO,1 KG. PREGO 18X27 - AÇO,10.0,0.4166666666666667
22638,2020-08-13 00:00:00,1938.76,1900,CREDITO 2 X ,ENGESYSTEM ,808.54,0.4255473684210526
22639,2020-08-13 00:00:00,538,538,CREDITO PEDIDO 22897,MARCIO / CHARLES,188.3,0.35000000000000003
22640,2020-08-13 00:00:00,45,45,DINHEIRO,"1 COL 3/8 9X15 - 3,00",18.0,0.4
22641,2020-08-13 00:00:00,185,185,DINHEIRO,500 ESTR 9X15 - CONSTRUIPE,55.0,0.2972972972972973
22642,2020-08-13 00:00:00,646.4,640,DINHEIRO,DEPOSITO CEARA,189.6,0.29625
22643,2020-08-13 00:00:00,191.2,191.2,CHEQUE,AABM,48.8,0.25523012552301255
22644,2020-08-13 00:00:00,0,0,CANCELADO,RODRIGO,0.0,
22645,2020-08-13 00:00:00,2313.8,2198,TRANSFER 13/08,JUNIOR ,1010.61,0.45978616924476795
22646,2020-08-13 00:00:00,5867.51,5800,CREDITO 5 X ,JOSE,2677.76,0.4616827586206897
22647,2020-08-13 00:00:00,0,0,CANCELADO,MOACIR,0.0,
22648,2020-08-14 00:00:00,178.25,178.25,DINHEIRO E DEBITO,ROSELI,74.75,0.41935483870967744
22649,2020-08-14 00:00:00,153,153,DEBITO,SULLIVAN,67.75,0.44281045751633985
22650,2020-08-14 00:00:00,30,30,DINHEIRO,01 B 5/16,14.5,0.48333333333333334
22651,2020-08-14 00:00:00,36,36,DINHEIRO,01 B 3/8,12.38,0.3438888888888889
22652,2020-08-14 00:00:00,317.25,317.25,DEBITO,FERNANDO,131.33,0.41396375098502763
22653,2020-08-14 00:00:00,580,580,TRANSFER BRAD EM 09/10/2020,ALFA,156.8,0.2703448275862069
22654,2020-08-14 00:00:00,117.6,117.6,TRANSFER BRAD EM 09/10/2020,ALFA,45.6,0.38775510204081637
22655,2020-08-14 00:00:00,88.2,88.2,TRANSFER BRAD EM 09/10/2020,ALFA,35.88,0.4068027210884354
22656,2020-08-14 00:00:00,88.2,88.2,TRANSFER BRAD EM 09/10/2020,ALFA,34.2,0.38775510204081637
22657,2020-08-14 00:00:00,189,189,DEBITO,15 PONTALETES + 1 ARAME + 18X27,63.85,0.3378306878306878
22658,2020-08-14 00:00:00,445.5,423,TRANSFER ITAU 14/08/2020,JUNIOR ,130.7,0.308983451536643
22659,2020-08-14 00:00:00,3160.35,3160.35,TRANSFERS BRADESCO,MINERAÇÃO CAIEIRAS,1267.17,0.40095875456832314
22659 B,2020-08-14 00:00:00,202.5,200,DINHEIRO,450 ESTR 9X20,83.0,0.415
22660,2020-08-14 00:00:00,9,9,DEBITO,03 MTS B 3/8,3.09,0.3433333333333333
22661,2020-08-14 00:00:00,2733,2600,TRANSFER CAIXA EM 31/08/2020,SHIRLEY - MORUMBI,1010.75,0.38875
22662,2020-08-14 00:00:00,1024.14,972.93,TRANSFER CAIXA 17/08/2020,WESLEY SANTOS,463.11,0.475995189787549
22663,2020-08-14 00:00:00,702,650,TRANSFER ITAU 14/08/2020,VALTER,354.56,0.5454769230769231
22664,2020-08-14 00:00:00,46,46,DINHEIRO,"40 PEÇAS 5/16 - 0,30 + 1 ARAME ",22.5,0.4891304347826087
22665,2020-08-14 00:00:00,1116.75,1116.75,CHEQUE,AABM,406.77,0.3642444593687038
22666,2020-08-14 00:00:00,171,171,DEBITO,WUEDE,58.8,0.343859649122807
22667,2020-08-15 00:00:00,264.6,264.6,TRANSFER BRAD EM 09/10/2020,ALFA,102.6,0.38775510204081626
22668,2020-08-15 00:00:00,106,106,DEBITO,ANGELO,46.09,0.434811320754717
22669,2020-08-15 00:00:00,1341.05,1341.05,DEBITO,FABIO,380.65,0.2838447485179523
22670,2020-08-15 00:00:00,72,72,DINHEIRO,2 BARRAS 3/8,24.76,0.3438888888888889
22671,2020-08-15 00:00:00,144,144,TRANSFER ITAU 27/08/2020,RODRIGO,71.08,0.4936111111111111
